input,output
"{'key': 'DCRAPCRZDJGSOF-UHFFFAOYSA-N', 'input': 'CNC(CC#N)C1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1', 'text': 'CNC(CC#N)C1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1'}",{'outcome': 0.0}
"{'key': 'SUQUWONDIBHQOZ-UHFFFAOYSA-N', 'input': 'CNC(C)C1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1', 'text': 'CNC(C)C1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1'}",{'outcome': 0.0}
"{'key': 'DHFPPSZIVXLVAG-UHFFFAOYSA-N', 'input': 'CC(NCCC#N)C1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4C)C1', 'text': 'CC(NCCC#N)C1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4C)C1'}",{'outcome': 0.0}
"{'key': 'ZMJBHOMMFXCGJB-UHFFFAOYSA-N', 'input': 'CNC(CC#N)C1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4C)C1', 'text': 'CNC(CC#N)C1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCC4C)C1'}",{'outcome': 0.0}
"{'key': 'BDAYFZXWTZOMHU-UHFFFAOYSA-N', 'input': 'CC1COc2c(N3CCC(C(N)CC#N)C3)c(F)cc3c(=O)c(C(=O)O)cn1c23', 'text': 'CC1COc2c(N3CCC(C(N)CC#N)C3)c(F)cc3c(=O)c(C(=O)O)cn1c23'}",{'outcome': 0.0}
"{'key': 'TTYFNJRNLUXRAC-UHFFFAOYSA-N', 'input': 'COc1c(N2CCC(C)(C(N)CC#N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12', 'text': 'COc1c(N2CCC(C)(C(N)CC#N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12'}",{'outcome': 0.019801979884505}
"{'key': 'LZFZMUMEGBBDTC-UHFFFAOYSA-N', 'input': 'CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O', 'text': 'CC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O'}",{'outcome': 0.037953794002532}
"{'key': 'VWVXJUWUORALDD-UHFFFAOYSA-N', 'input': 'CCOc1ccc(Cc2cc(C3CCN(CC4CN(C(C(=O)O)C(C)CC)CC4c4cccc(F)c4)CC3)n(CC)n2)cc1', 'text': 'CCOc1ccc(Cc2cc(C3CCN(CC4CN(C(C(=O)O)C(C)CC)CC4c4cccc(F)c4)CC3)n(CC)n2)cc1'}",{'outcome': 0.113861389458179}
"{'key': 'BWXGEBUBIIIAGP-UHFFFAOYSA-N', 'input': 'COc1ccc2c(=O)n(CC(O)CO)c(C#N)c(-c3cccc(C(F)(F)F)c3)c2c1', 'text': 'COc1ccc2c(=O)n(CC(O)CO)c(C#N)c(-c3cccc(C(F)(F)F)c3)c2c1'}",{'outcome': 0.019801979884505}
"{'key': 'XYESQXUVTLGLPS-UHFFFAOYSA-N', 'input': 'CC(C(O)c1ccc2c(c1)CCC(=O)N2)N1CCC(O)(c2ccc3c(c2)COCC3)CC1', 'text': 'CC(C(O)c1ccc2c(c1)CCC(=O)N2)N1CCC(O)(c2ccc3c(c2)COCC3)CC1'}",{'outcome': 0.06930693238973601}
"{'key': 'SCVRXRIXRGTJCH-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CCC(F)(F)C1)C1CCC(NC(=O)c2ccc(F)c(F)c2)CC1', 'text': 'NC(C(=O)N1CCC(F)(F)C1)C1CCC(NC(=O)c2ccc(F)c(F)c2)CC1'}",{'outcome': 0.0}
"{'key': 'VFSLWMDPHBMMRV-UHFFFAOYSA-N', 'input': 'Cc1nnc(-c2ccc(CN3CC(N)C(C(=O)N4CCCC4C#N)C3)cc2)o1', 'text': 'Cc1nnc(-c2ccc(CN3CC(N)C(C(=O)N4CCCC4C#N)C3)cc2)o1'}",{'outcome': 0.067656762897968}
"{'key': 'CDARLPUCXXLHNH-UHFFFAOYSA-N', 'input': 'N=C1[N]CC2c3ccccc3Cc3ccccc3N12', 'text': 'N=C1[N]CC2c3ccccc3Cc3ccccc3N12'}",{'outcome': 0.422029703855514}
"{'key': 'MPSNEAHFGOEKBI-UHFFFAOYSA-N', 'input': 'COC(=O)C1=CCC2CCC1N2C', 'text': 'COC(=O)C1=CCC2CCC1N2C'}",{'outcome': 0.0049504949711260005}
"{'key': 'SWZQJGBKFZAFAX-UHFFFAOYSA-N', 'input': 'CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCN1CCNC(=O)CC1)c1ccccc1', 'text': 'CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCN1CCNC(=O)CC1)c1ccccc1'}",{'outcome': 0.108910888433456}
"{'key': 'OGWARBNUWZYESR-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CCCC1)C1CCC(NC(=O)c2cccc3ccccc23)CC1', 'text': 'NC(C(=O)N1CCCC1)C1CCC(NC(=O)c2cccc3ccccc23)CC1'}",{'outcome': 0.009900989942252001}
"{'key': 'HSUGRBWQSSZJOP-UHFFFAOYSA-N', 'input': 'COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1', 'text': 'COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1'}",{'outcome': 0.23990648984909002}
"{'key': 'HSUGRBWQSSZJOP-UHFFFAOYSA-N', 'input': 'COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1', 'text': 'COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1'}",{'outcome': 0.23990648984909002}
"{'key': 'NJSVKCVXSOFHRQ-UHFFFAOYSA-N', 'input': 'Cc1ccccc1C1CCN(CC2CCc3cccnc3C(O)C2)CC1CO', 'text': 'Cc1ccccc1C1CCN(CC2CCc3cccnc3C(O)C2)CC1CO'}",{'outcome': 0.0066006602719420005}
"{'key': 'VZBXWCRSKIZNLD-UHFFFAOYSA-N', 'input': 'CN(C(=O)N1CC(c2cc(F)ccc2F)=CC1(CO)c1ccccc1)C1CCNCC1', 'text': 'CN(C(=O)N1CC(c2cc(F)ccc2F)=CC1(CO)c1ccccc1)C1CCNCC1'}",{'outcome': 0.049504950642585005}
"{'key': 'OLHRLKFUMOQGCV-UHFFFAOYSA-N', 'input': 'O=C(C(O)C1CC1)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1', 'text': 'O=C(C(O)C1CC1)N1CC(c2cc(F)ccc2F)=CC1c1cccc(O)c1'}",{'outcome': 0.024752475321292003}
"{'key': 'HXSAWRBPCYILHG-UHFFFAOYSA-N', 'input': 'COCC(O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C', 'text': 'COCC(O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C'}",{'outcome': 0.034653466194868005}
"{'key': 'DVLXDPTZHLUZHB-UHFFFAOYSA-N', 'input': 'CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCO)c1ccccc1', 'text': 'CC(=O)C1=NN2c3cc(F)ccc3OCC2C1(CCCO)c1ccccc1'}",{'outcome': 0.06435643881559301}
"{'key': 'NFSUAYDKDYDXQY-UHFFFAOYSA-N', 'input': 'CC1CC(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1', 'text': 'CC1CC(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1'}",{'outcome': 0.042106710374355004}
"{'key': 'HWOKKMFQJSXDKU-UHFFFAOYSA-N', 'input': 'Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2C(=O)N(c3ccc(C(C)(C)C)cc3)C2C(=O)O)cc1', 'text': 'Cc1oc(-c2ccccc2)nc1CCOc1ccc(CC2C(=O)N(c3ccc(C(C)(C)C)cc3)C2C(=O)O)cc1'}",{'outcome': 0.292079210281372}
"{'key': 'DZZWHBIBMUVIIW-UHFFFAOYSA-N', 'input': 'CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1', 'text': 'CC1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC(C)N1'}",{'outcome': 0.21227568387985202}
"{'key': 'OHLDJJXRTLZQSU-UHFFFAOYSA-N', 'input': 'CN(C)C(=O)N1N=C(c2cc(F)ccc2F)CC1(CCCN)c1ccccc1', 'text': 'CN(C)C(=O)N1N=C(c2cc(F)ccc2F)CC1(CCCN)c1ccccc1'}",{'outcome': 0.056105609983205004}
"{'key': 'MYBGWENAVMIGMM-UHFFFAOYSA-N', 'input': 'CN1CCC(N(C)C(=O)N2CC(c3cc(F)ccc3F)=CC2(CO)c2ccccc2)C(F)C1', 'text': 'CN1CCC(N(C)C(=O)N2CC(c3cc(F)ccc3F)=CC2(CO)c2ccccc2)C(F)C1'}",{'outcome': 0.0}
"{'key': 'UUCMWQOGZNNWGQ-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CCC(F)C1)C1CCC(NC(=O)c2ccc(F)c(F)c2)CC1', 'text': 'NC(C(=O)N1CCC(F)C1)C1CCC(NC(=O)c2ccc(F)c(F)c2)CC1'}",{'outcome': 0.0}
"{'key': 'FWKUWRLCCHFYDK-UHFFFAOYSA-N', 'input': 'Cc1cc(CN2CC(N)C(C(=O)C3CCCC3C#N)C2)ccc1C#N', 'text': 'Cc1cc(CN2CC(N)C(C(=O)C3CCCC3C#N)C2)ccc1C#N'}",{'outcome': 0.02640264108777}
"{'key': 'XJRKSIGWBHUEDQ-UHFFFAOYSA-N', 'input': 'CC(C)(O)C1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCC(N2CCC(c3cccc(C(=O)O)c3)CC2)C1', 'text': 'CC(C)(O)C1(C(=O)NCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CCC(N2CCC(c3cccc(C(=O)O)c3)CC2)C1'}",{'outcome': 0.108910888433456}
"{'key': 'OSEUZQHNGOJCFY-UHFFFAOYSA-N', 'input': 'CCOC(=O)C1=C(COCC[NH])NC(C)=C(C(=O)OC)C1c1ccccc1Cl', 'text': 'CCOC(=O)C1=C(COCC[NH])NC(C)=C(C(=O)OC)C1c1ccccc1Cl'}",{'outcome': 0.588283836841583}
"{'key': 'MRVUIEVIMFOBHX-UHFFFAOYSA-N', 'input': 'CC(=O)C1=NN2c3cc(Cl)ccc3OCC2C1(CCCN(C)C)c1ccccc1', 'text': 'CC(=O)C1=NN2c3cc(Cl)ccc3OCC2C1(CCCN(C)C)c1ccccc1'}",{'outcome': 0.9504950642585751}
"{'key': 'WQIJMZYASPFYIG-UHFFFAOYSA-N', 'input': 'CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCCCC2C(=O)O)c1', 'text': 'CN(C)C(=N)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccc(Cl)cn2)c(N2CCCCC2C(=O)O)c1'}",{'outcome': 0.574257433414459}
"{'key': 'LZVOCVBJCLTFOL-UHFFFAOYSA-N', 'input': 'Cn1c(=O)cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(OC(F)F)ccc21', 'text': 'Cn1c(=O)cc(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(OC(F)F)ccc21'}",{'outcome': 0.9146039485931391}
"{'key': 'DKMBEYUSXSCEOR-UHFFFAOYSA-N', 'input': 'Cn1c(=O)c(C#N)c(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc21', 'text': 'Cn1c(=O)c(C#N)c(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc21'}",{'outcome': 0.9603960514068601}
"{'key': 'DRUMVTPJIGDIHS-UHFFFAOYSA-N', 'input': 'Cn1c(=O)c(C#N)c(NC2CCN(Cc3ccc4ccccc4c3)CC2)c2cc(Cl)ccc21', 'text': 'Cn1c(=O)c(C#N)c(NC2CCN(Cc3ccc4ccccc4c3)CC2)c2cc(Cl)ccc21'}",{'outcome': 0.92079210281372}
"{'key': 'SRSOWXVISAPYSC-UHFFFAOYSA-N', 'input': 'Cn1c(=O)c(C(=O)N2CCCC2)c(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc21', 'text': 'Cn1c(=O)c(C(=O)N2CCCC2)c(NC2CCN(Cc3ccc4c(c3)OCO4)CC2)c2cc(Cl)ccc21'}",{'outcome': 0.755775570869445}
"{'key': 'QVMYFGSETVJBSQ-UHFFFAOYSA-N', 'input': 'Cc1ccccc1N1CCN(CC2CCc3cccnc3C(O)C2)CC1', 'text': 'Cc1ccccc1N1CCN(CC2CCc3cccnc3C(O)C2)CC1'}",{'outcome': 0.788543164730072}
"{'key': 'BTWSXWRYWXPDBK-UHFFFAOYSA-N', 'input': 'FC1CCNCC1c1c(-c2ccccc2)[nH]c2c(Cl)cccc12', 'text': 'FC1CCNCC1c1c(-c2ccccc2)[nH]c2c(Cl)cccc12'}",{'outcome': 1.0}
"{'key': 'JQPRDWQRAAFLTI-UHFFFAOYSA-N', 'input': 'CCn1nc(Cc2ccc(C(C)(C)C)cc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1', 'text': 'CCn1nc(Cc2ccc(C(C)(C)C)cc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1'}",{'outcome': 0.9554455280303951}
"{'key': 'BTWSXWRYWXPDBK-UHFFFAOYSA-N', 'input': 'FC1CCNCC1c1c(-c2ccccc2)[nH]c2c(Cl)cccc12', 'text': 'FC1CCNCC1c1c(-c2ccccc2)[nH]c2c(Cl)cccc12'}",{'outcome': 1.0}
"{'key': 'LPCDOMMRICKOBC-UHFFFAOYSA-N', 'input': 'COc1cccc(-c2nc(CCOc3cccc(CC4C(=O)N(c5ccc(C(C)(C)C)cc5)C4C(=O)O)c3)c(C)o2)c1', 'text': 'COc1cccc(-c2nc(CCOc3cccc(CC4C(=O)N(c5ccc(C(C)(C)C)cc5)C4C(=O)O)c3)c(C)o2)c1'}",{'outcome': 0.9405940771102901}
"{'key': 'XBMIVRRWGCYBTQ-UHFFFAOYSA-N', 'input': 'CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1', 'text': 'CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1'}",{'outcome': 0.912305533885955}
"{'key': 'ZPUWHZPEHISDSA-UHFFFAOYSA-N', 'input': 'CC(C)(CN)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1', 'text': 'CC(C)(CN)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1'}",{'outcome': 0.9801980257034301}
"{'key': 'PZFVISYBXMCPDS-UHFFFAOYSA-N', 'input': 'CCC(O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12', 'text': 'CCC(O)c1cn(-c2ccc(F)cc2)c2ccc(Cl)cc12'}",{'outcome': 0.34289446473121604}
"{'key': 'FVYCZVOQAJZLBF-UHFFFAOYSA-N', 'input': 'Cc1cc(C)n(-c2cc(NC(=O)CCN3CCC(N(C)C)C3)nc(-c3ccc(C)o3)n2)n1', 'text': 'Cc1cc(C)n(-c2cc(NC(=O)CCN3CCC(N(C)C)C3)nc(-c3ccc(C)o3)n2)n1'}",{'outcome': 0.9752475023269651}
"{'key': 'IZOGIEBLWOHFCN-UHFFFAOYSA-N', 'input': 'CCn1nc(Cc2ccc(-c3ccccc3)cc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1', 'text': 'CCn1nc(Cc2ccc(-c3ccccc3)cc2)cc1C1CCN(CC2CN(C(C(=O)O)C(C)(C)C)CC2c2cccc(F)c2)CC1'}",{'outcome': 0.9504950642585751}
"{'key': 'VZCRXAJULSYPCD-UHFFFAOYSA-N', 'input': 'CC(C(O)c1ccc2c(c1)COC(=O)N2)N1CCC(O)(c2ccc(F)cc2)CC1', 'text': 'CC(C(O)c1ccc2c(c1)COC(=O)N2)N1CCC(O)(c2ccc(F)cc2)CC1'}",{'outcome': 0.995049476623535}
"{'key': 'GNFWJCGIZJCASB-UHFFFAOYSA-N', 'input': 'CC(C)C(N)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1', 'text': 'CC(C)C(N)C(=O)N1CC(c2cc(F)ccc2F)=CC1c1ccccc1'}",{'outcome': 0.9752475023269651}
"{'key': 'HSZKJVJUUUIVFL-UHFFFAOYSA-N', 'input': 'CC(=O)C1=NN2c3cc(C)ccc3OCC2C1(CCCN(C)C)c1ccccc1', 'text': 'CC(=O)C1=NN2c3cc(C)ccc3OCC2C1(CCCN(C)C)c1ccccc1'}",{'outcome': 0.9653465151786801}
"{'key': 'BWYOFBHDLKEMKX-UHFFFAOYSA-N', 'input': 'CC1CC(OC(C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(c2ccc(F)cc2)CNC1=O', 'text': 'CC1CC(OC(C)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C(c2ccc(F)cc2)CNC1=O'}",{'outcome': 0.970297038555145}
"{'key': 'YSMYHFYQNPTSTR-UHFFFAOYSA-N', 'input': 'Cc1ccc(CCNCC(O)COc2ccc(NS(C)(=O)=O)cc2)cc1C', 'text': 'Cc1ccc(CCNCC(O)COc2ccc(NS(C)(=O)=O)cc2)cc1C'}",{'outcome': 0.957920789718627}
"{'key': 'UTMPBYAPGSEZCC-UHFFFAOYSA-N', 'input': 'Fc1ccc2c(C3CNCCC3F)c(C3=CNC=CC3)[nH]c2c1', 'text': 'Fc1ccc2c(C3CNCCC3F)c(C3=CNC=CC3)[nH]c2c1'}",{'outcome': 0.9752475023269651}
"{'key': 'VRLORRTWDYVKNM-UHFFFAOYSA-N', 'input': 'CN(C(=O)c1ccc(-c2ccc(F)cc2)cc1)C1CCc2cc(CN3CCS(=O)(=O)CC3)ccc2C1', 'text': 'CN(C(=O)c1ccc(-c2ccc(F)cc2)cc1)C1CCc2cc(CN3CCS(=O)(=O)CC3)ccc2C1'}",{'outcome': 0.9108911156654351}
"{'key': 'SZWVUASESVZMCY-UHFFFAOYSA-N', 'input': 'Cc1c(Cl)ccc2c1N1C(C)CNCC1C2', 'text': 'Cc1c(Cl)ccc2c1N1C(C)CNCC1C2'}",{'outcome': 0.685643553733825}
"{'key': 'CHURMCWBVMVAMK-UHFFFAOYSA-N', 'input': 'Fc1ccc2c(C3CNCCC3F)c(-c3cccnc3)[nH]c2c1', 'text': 'Fc1ccc2c(C3CNCCC3F)c(-c3cccnc3)[nH]c2c1'}",{'outcome': 0.9752475023269651}
"{'key': 'BTUWHHFNOHVCMQ-UHFFFAOYSA-N', 'input': 'O=c1[nH]ccc2nc(-c3ccc(CN4CCC(c5nnc(-c6ccccn6)[nH]5)CC4)cc3)c(-c3ccccc3)cc12', 'text': 'O=c1[nH]ccc2nc(-c3ccc(CN4CCC(c5nnc(-c6ccccn6)[nH]5)CC4)cc3)c(-c3ccccc3)cc12'}",{'outcome': 0.7920792102813721}
"{'key': 'WHTVZRBIWZFKQO-UHFFFAOYSA-N', 'input': 'CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12', 'text': 'CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12'}",{'outcome': 0.9900990128517151}
"{'key': 'NSOOFJHAXVGHFH-UHFFFAOYSA-N', 'input': 'Cc1ccc2nc3c(n2c1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3', 'text': 'Cc1ccc2nc3c(n2c1)CCN(CCCSc1nnc(-c2cccc4nc(C)ccc24)n1C)CC3'}",{'outcome': 0.970297038555145}
"{'key': 'SIEQNGMENABBKP-UHFFFAOYSA-O', 'input': 'CC(C)OC(=O)c1ccc(NC(=O)NC(Cc2ccc(O)cc2)C(=O)NC2CCC[N+](C)(Cc3cccc(O)c3)C2)cc1', 'text': 'CC(C)OC(=O)c1ccc(NC(=O)NC(Cc2ccc(O)cc2)C(=O)NC2CCC[N+](C)(Cc3cccc(O)c3)C2)cc1'}",{'outcome': 0.7920792102813721}
"{'key': 'KPRXKFKHZVTBIT-UHFFFAOYSA-N', 'input': 'CN1Cc2cncn2Cc2ccc(C#N)c(c2)Oc2ccc3c(c2)C(CC3)N2CCC1C2=O', 'text': 'CN1Cc2cncn2Cc2ccc(C#N)c(c2)Oc2ccc3c(c2)C(CC3)N2CCC1C2=O'}",{'outcome': 0.9723597168922421}
"{'key': 'JGTFYTXGSPCVDN-UHFFFAOYSA-N', 'input': 'CN(C)Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccc(Cl)cc3)cn1)C2', 'text': 'CN(C)Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccc(Cl)cc3)cn1)C2'}",{'outcome': 0.797029674053192}
"{'key': 'PEOZESLDPFYTRU-UHFFFAOYSA-N', 'input': 'O=C(O)C(CC1CCC1)N1CC(CN2CCC(c3cnc4ccccn34)CC2)C(c2cccc(F)c2)C1', 'text': 'O=C(O)C(CC1CCC1)N1CC(CN2CCC(c3cnc4ccccn34)CC2)C(c2cccc(F)c2)C1'}",{'outcome': 0.9900990128517151}
"{'key': 'RTISLUNVDWEWQD-UHFFFAOYSA-N', 'input': 'NC(=O)CNCC1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3', 'text': 'NC(=O)CNCC1CCC2(CC1)OOC1(O2)C2CC3CC(C2)CC1C3'}",{'outcome': 0.7549505233764641}
"{'key': 'PEOZESLDPFYTRU-UHFFFAOYSA-N', 'input': 'O=C(O)C(CC1CCC1)N1CC(CN2CCC(c3cnc4ccccn34)CC2)C(c2cccc(F)c2)C1', 'text': 'O=C(O)C(CC1CCC1)N1CC(CN2CCC(c3cnc4ccccn34)CC2)C(c2cccc(F)c2)C1'}",{'outcome': 0.9900990128517151}
"{'key': 'OAUXHFPOFOZZLZ-UHFFFAOYSA-N', 'input': 'O=C1CCCN1C1CCN(CCOc2ccc(Oc3nc4ccccc4s3)cc2)CC1', 'text': 'O=C1CCCN1C1CCN(CCOc2ccc(Oc3nc4ccccc4s3)cc2)CC1'}",{'outcome': 0.9504950642585751}
"{'key': 'XLMALTXPSGQGBX-UHFFFAOYSA-N', 'input': 'CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C', 'text': 'CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C'}",{'outcome': 0.9740098714828491}
"{'key': 'BWAMRYBZFXESAA-UHFFFAOYSA-N', 'input': 'CC(OC1CCC2NC1(c1ccccc1)CC2c1nnnn1C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1', 'text': 'CC(OC1CCC2NC1(c1ccccc1)CC2c1nnnn1C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1'}",{'outcome': 0.9900990128517151}
"{'key': 'DLASHKPJUVPKQY-UHFFFAOYSA-N', 'input': '[O-][S+](c1ccccc1)c1ccc(C=Cc2ccc(F)cc2F)nc1', 'text': '[O-][S+](c1ccccc1)c1ccc(C=Cc2ccc(F)cc2F)nc1'}",{'outcome': 0.7784653306007381}
"{'key': 'IEFYZYNWWLPCJV-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CCSC1)C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1', 'text': 'NC(C(=O)N1CCSC1)C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1'}",{'outcome': 0.9801980257034301}
"{'key': 'YRQCJPSWALKIBN-UHFFFAOYSA-N', 'input': '[O-][S+](c1ccc(C=Cc2ccc(F)cc2)nc1)c1ccccc1F', 'text': '[O-][S+](c1ccc(C=Cc2ccc(F)cc2)nc1)c1ccccc1F'}",{'outcome': 0.8655115365982051}
"{'key': 'NKDFBHULJVFUTN-UHFFFAOYSA-N', 'input': 'CN(C)Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccccc3)cn1)C2', 'text': 'CN(C)Cc1ccc2c(c1)CCC(N(C)C(=O)c1ccc(-c3ccccc3)cn1)C2'}",{'outcome': 0.09900990128517101}
"{'key': 'NNPLHKJFMDINKF-UHFFFAOYSA-N', 'input': 'CC(=O)N1CCN(Cc2ccc3c(c2)CCC(N(C)C(=O)c2ccc(-c4ccccn4)cc2)C3)CC1', 'text': 'CC(=O)N1CCN(Cc2ccc3c(c2)CCC(N(C)C(=O)c2ccc(-c4ccccn4)cc2)C3)CC1'}",{'outcome': 0.029702970758080004}
"{'key': 'MCDBKPBDTVBVTL-UHFFFAOYSA-N', 'input': 'CN(C)S(=O)(=O)N(C)C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O', 'text': 'CN(C)S(=O)(=O)N(C)C1CCCn2c1nc(C(=O)NCc1ccc(F)cc1)c(O)c2=O'}",{'outcome': 0.009900989942252001}
"{'key': 'WIIZWVCIJKGZOK-UHFFFAOYSA-N', 'input': 'O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl', 'text': 'O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl'}",{'outcome': 0.034653466194868005}
"{'key': 'SOYKEARSMXGVTM-UHFFFAOYSA-N', 'input': 'CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1', 'text': 'CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1'}",{'outcome': 0.48413485288619906}
"{'key': 'WSZPVEPHZIBFKY-UHFFFAOYSA-N', 'input': 'COc1ncccc1C(=O)N1CCC(NCc2cncn2Cc2ccc(C#N)cc2)C1=O', 'text': 'COc1ncccc1C(=O)N1CCC(NCc2cncn2Cc2ccc(C#N)cc2)C1=O'}",{'outcome': 0.158769443631172}
"{'key': 'YCGIBRPJFAKJEZ-UHFFFAOYSA-N', 'input': 'Cc1ccc2c(n1)N1C(C)CNCC1C2', 'text': 'Cc1ccc2c(n1)N1C(C)CNCC1C2'}",{'outcome': 0.024752475321292003}
"{'key': 'RJVRDLDDCGQDGE-UHFFFAOYSA-N', 'input': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(OC)c(OC)c4)nn3CC)CC2)C(c2cccc(F)c2)C1', 'text': 'CCC(C)C(C(=O)O)N1CC(CN2CCC(c3cc(Cc4ccc(OC)c(OC)c4)nn3CC)CC2)C(c2cccc(F)c2)C1'}",{'outcome': 0.0049504949711260005}
"{'key': 'ZPXUSKUJOYAZDE-UHFFFAOYSA-N', 'input': 'NC(C(=O)N1CCSC1)C1CCC(NC(=O)c2cccc3ccccc23)CC1', 'text': 'NC(C(=O)N1CCSC1)C1CCC(NC(=O)c2cccc3ccccc23)CC1'}",{'outcome': 0.029702970758080004}
"{'key': 'ISMDFYMIOSVVKL-UHFFFAOYSA-N', 'input': 'CC(C)(O)C1C=CC(C(c2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)=CN1', 'text': 'CC(C)(O)C1C=CC(C(c2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC(F)F)c2)=CN1'}",{'outcome': 0.0}
